Language	Parameter	Cognateset
eo_enana	Eight	eight.001
olelo_Hawaii	Eight	eight.001
Fakauvea	Eight	eight.001
Fakafutuna	Eight	eight.001
Fakamae	Eight	eight.001
Fakatikopia	Eight	eight.001
Fesau_Futuna	Eight	eight.001
Gagana_Samoa	Eight	eight.001
Kapingamarangi	Eight	eight.001
Lea_Fakatonga	Eight	eight.001
Leo_Pukapuka	Eight	eight.001
Leo_Tuvalu	Eight	eight.001
Luangiua	Eight	eight.001
MeleFila	Eight	eight.001
Nukeria	Eight	eight.001
Penrhyn	Eight	eight.001
Rapanui	Eight	eight.001
RennellBellona	Eight	eight.001
Reo_Magareva	Eight	eight.001
Reo_Maori	Eight	eight.001
Reo_Raivavae	Eight	eight.001
Reo_Rarotongan	Eight	eight.001
Reo_Rurutu	Eight	eight.001
Reo_Tahiti	Eight	eight.001
Reo_o_te_Tuamotu	Eight	eight.001
Sikaiana	Eight	eight.001
TarangapakaAnuta	Eight	eight.001
VaeakauTaumako	Eight	eight.001
Vagahau_Niue	Eight	eight.001
olelo_Hawaii	Fifty	fifty.007
Fakafutuna	Fifty	fifty.002
Gagana_Samoa	Fifty	fifty.008
Gagana_Samoa	Fifty	fifty.008
Lea_Fakatonga	Fifty	fifty.008
Leo_Pukapuka	Fifty	fifty.002
Leo_Pukapuka	Fifty	fifty.008
Leo_Pukapuka	Fifty	fifty.001
Nukeria	Fifty	fifty.004
Reo_Magareva	Fifty	fifty.008
Reo_Maori	Fifty	fifty.003
Reo_Raivavae	Fifty	fifty.005
Reo_Rarotongan	Fifty	fifty.008
Reo_Rurutu	Fifty	fifty.005
VaeakauTaumako	Fifty	fifty.009
Vagahau_Niue	Fifty	fifty.006
eo_enana	Five	five.002
olelo_Hawaii	Five	five.002
Fakauvea	Five	five.002
Fakafutuna	Five	five.002
Fakamae	Five	five.002
Fakatikopia	Five	five.002
Fesau_Futuna	Five	five.002
Gagana_Samoa	Five	five.002
Kapingamarangi	Five	five.002
Lea_Fakatonga	Five	five.002
Leo_Pukapuka	Five	five.002
Leo_Tuvalu	Five	five.002
Luangiua	Five	five.002
Manihiki	Five	five.002
Manihiki	Five	five.001
MeleFila	Five	five.002
Nukeria	Five	five.002
Penrhyn	Five	five.002
Proto_Polynesian	Five	five.002
Rapanui	Five	five.002
RennellBellona	Five	five.002
Reo_Magareva	Five	five.002
Reo_Maori	Five	five.002
Reo_Raivavae	Five	five.003
Reo_Rarotongan	Five	five.002
Reo_Rurutu	Five	five.003
Reo_Tahiti	Five	five.003
Reo_Tahiti	Five	five.002
Reo_o_te_Tuamotu	Five	five.002
Sikaiana	Five	five.002
TarangapakaAnuta	Five	five.002
VaeakauTaumako	Five	five.002
Vagahau_Niue	Five	five.002
eo_enana	Four	four.001
olelo_Hawaii	Four	four.001
Fakauvea	Four	four.001
Fakafutuna	Four	four.001
Fakamae	Four	four.001
Fakatikopia	Four	four.001
Fesau_Futuna	Four	four.001
Gagana_Samoa	Four	four.001
Kapingamarangi	Four	four.001
Lea_Fakatonga	Four	four.001
Leo_Pukapuka	Four	four.001
Leo_Tuvalu	Four	four.001
Luangiua	Four	four.001
Manihiki	Four	four.001
MeleFila	Four	four.001
Nukeria	Four	four.001
Penrhyn	Four	four.001
Proto_Polynesian	Four	four.001
Rapanui	Four	four.001
RennellBellona	Four	four.001
Reo_Magareva	Four	four.001
Reo_Maori	Four	four.001
Reo_Raivavae	Four	four.001
Reo_Rarotongan	Four	four.001
Reo_Rurutu	Four	four.001
Reo_Tahiti	Four	four.001
Reo_o_te_Tuamotu	Four	four.001
Sikaiana	Four	four.001
TarangapakaAnuta	Four	four.001
VaeakauTaumako	Four	four.001
Vagahau_Niue	Four	four.001
eo_enana	I	i.001
eo_enana	I	i.002
olelo_Hawaii	I	i.002
Fakauvea	I	i.002
Fakafutuna	I	i.001
Fakafutuna	I	i.002
Fakamae	I	i.002
Fakatikopia	I	i.001
Fakatikopia	I	i.002
Fesau_Futuna	I	i.002
Fesau_Futuna	I	i.002
Gagana_Samoa	I	i.002
Kapingamarangi	I	i.002
Lea_Fakatonga	I	i.002
Leo_Pukapuka	I	i.001
Leo_Pukapuka	I	i.002
Leo_Tuvalu	I	i.002
Luangiua	I	i.002
Manihiki	I	i.002
MeleFila	I	i.002
Nukeria	I	i.002
Penrhyn	I	i.002
Proto_Polynesian	I	i.002
Rapanui	I	i.002
RennellBellona	I	i.001
RennellBellona	I	i.002
Reo_Magareva	I	i.002
Reo_Maori	I	i.002
Reo_Raivavae	I	i.002
Reo_Rarotongan	I	i.001
Reo_Rarotongan	I	i.002
Reo_Rurutu	I	i.002
Reo_Rurutu	I	i.002
Reo_Tahiti	I	i.002
Reo_Tahiti	I	i.002
Reo_o_te_Tuamotu	I	i.001
Reo_o_te_Tuamotu	I	i.002
Sikaiana	I	i.002
TarangapakaAnuta	I	i.002
VaeakauTaumako	I	i.002
Vagahau_Niue	I	i.001
Vagahau_Niue	I	i.002
eo_enana	Nine	nine.001
olelo_Hawaii	Nine	nine.001
Fakauvea	Nine	nine.001
Fakafutuna	Nine	nine.001
Fakamae	Nine	nine.001
Fakatikopia	Nine	nine.001
Fesau_Futuna	Nine	nine.001
Gagana_Samoa	Nine	nine.001
Kapingamarangi	Nine	nine.001
Lea_Fakatonga	Nine	nine.001
Leo_Pukapuka	Nine	nine.001
Leo_Tuvalu	Nine	nine.001
Luangiua	Nine	nine.001
MeleFila	Nine	nine.001
Nukeria	Nine	nine.001
Penrhyn	Nine	nine.001
Rapanui	Nine	nine.001
RennellBellona	Nine	nine.001
Reo_Magareva	Nine	nine.001
Reo_Maori	Nine	nine.001
Reo_Raivavae	Nine	nine.001
Reo_Rarotongan	Nine	nine.001
Reo_Rurutu	Nine	nine.001
Reo_Tahiti	Nine	nine.001
Reo_o_te_Tuamotu	Nine	nine.001
Sikaiana	Nine	nine.001
TarangapakaAnuta	Nine	nine.001
VaeakauTaumako	Nine	nine.001
Vagahau_Niue	Nine	nine.001
eo_enana	One	one.001
olelo_Hawaii	One	one.001
Fakauvea	One	one.001
Fakafutuna	One	one.001
Fakamae	One	one.001
Fakatikopia	One	one.001
Fesau_Futuna	One	one.001
Gagana_Samoa	One	one.001
Kapingamarangi	One	one.001
Lea_Fakatonga	One	one.003
Leo_Pukapuka	One	one.001
Leo_Tuvalu	One	one.001
Luangiua	One	one.001
Manihiki	One	one.001
MeleFila	One	one.001
Nukeria	One	one.001
Penrhyn	One	one.001
Proto_Polynesian	One	one.003
Rapanui	One	one.001
RennellBellona	One	one.001
Reo_Magareva	One	one.001
Reo_Maori	One	one.001
Reo_Raivavae	One	one.002
Reo_Rarotongan	One	one.001
Reo_Rurutu	One	one.001
Reo_Tahiti	One	one.002
Reo_Tahiti	One	one.001
Reo_o_te_Tuamotu	One	one.001
Sikaiana	One	one.001
TarangapakaAnuta	One	one.001
VaeakauTaumako	One	one.001
Vagahau_Niue	One	one.003
eo_enana	One_Hundred	hundred.002
olelo_Hawaii	One_Hundred	hundred.001
Fakauvea	One_Hundred	hundred.002
Fakafutuna	One_Hundred	hundred.002
Fakatikopia	One_Hundred	hundred.002
Gagana_Samoa	One_Hundred	hundred.002
Kapingamarangi	One_Hundred	hundred.002
Lea_Fakatonga	One_Hundred	hundred.002
Leo_Pukapuka	One_Hundred	hundred.002
Leo_Pukapuka	One_Hundred	hundred.001
Leo_Tuvalu	One_Hundred	hundred.002
Luangiua	One_Hundred	hundred.002
Nukeria	One_Hundred	hundred.002
Penrhyn	One_Hundred	hundred.002
Rapanui	One_Hundred	hundred.002
RennellBellona	One_Hundred	hundred.002
Reo_Magareva	One_Hundred	hundred.002
Reo_Maori	One_Hundred	hundred.002
Reo_Raivavae	One_Hundred	hundred.002
Reo_Rarotongan	One_Hundred	hundred.001
Reo_Rurutu	One_Hundred	hundred.001
Reo_Tahiti	One_Hundred	hundred.001
Reo_Tahiti	One_Hundred	hundred.002
Reo_o_te_Tuamotu	One_Hundred	hundred.002
Sikaiana	One_Hundred	hundred.002
TarangapakaAnuta	One_Hundred	hundred.002
VaeakauTaumako	One_Hundred	hundred.002
Vagahau_Niue	One_Hundred	hundred.002
olelo_Hawaii	One_Thousand	thousand.004
Fakauvea	One_Thousand	thousand.003
Fakafutuna	One_Thousand	thousand.003
Fakatikopia	One_Thousand	thousand.006
Gagana_Samoa	One_Thousand	thousand.003
Gagana_Samoa	One_Thousand	thousand.006
Kapingamarangi	One_Thousand	thousand.006
Lea_Fakatonga	One_Thousand	thousand.003
Leo_Pukapuka	One_Thousand	thousand.006
Leo_Tuvalu	One_Thousand	thousand.003
Leo_Tuvalu	One_Thousand	thousand.006
Luangiua	One_Thousand	thousand.007
Nukeria	One_Thousand	thousand.002
Rapanui	One_Thousand	thousand.006
Rapanui	One_Thousand	thousand.001
RennellBellona	One_Thousand	thousand.003
RennellBellona	One_Thousand	thousand.006
Reo_Magareva	One_Thousand	thousand.006
Reo_Maori	One_Thousand	thousand.006
Reo_Raivavae	One_Thousand	thousand.006
Reo_Raivavae	One_Thousand	thousand.004
Reo_Rarotongan	One_Thousand	thousand.006
Reo_Rarotongan	One_Thousand	thousand.004
Reo_Rurutu	One_Thousand	thousand.004
Reo_Tahiti	One_Thousand	thousand.006
Reo_Tahiti	One_Thousand	thousand.004
Reo_o_te_Tuamotu	One_Thousand	thousand.006
Sikaiana	One_Thousand	thousand.006
TarangapakaAnuta	One_Thousand	thousand.003
TarangapakaAnuta	One_Thousand	thousand.006
VaeakauTaumako	One_Thousand	thousand.005
Vagahau_Niue	One_Thousand	thousand.003
eo_enana	Seven	seven.001
olelo_Hawaii	Seven	seven.001
Fakauvea	Seven	seven.001
Fakafutuna	Seven	seven.001
Fakamae	Seven	seven.001
Fakatikopia	Seven	seven.001
Fesau_Futuna	Seven	seven.001
Gagana_Samoa	Seven	seven.001
Kapingamarangi	Seven	seven.001
Lea_Fakatonga	Seven	seven.001
Leo_Pukapuka	Seven	seven.001
Leo_Tuvalu	Seven	seven.001
Luangiua	Seven	seven.001
MeleFila	Seven	seven.001
Nukeria	Seven	seven.001
Penrhyn	Seven	seven.001
Rapanui	Seven	seven.001
RennellBellona	Seven	seven.001
Reo_Magareva	Seven	seven.001
Reo_Maori	Seven	seven.001
Reo_Raivavae	Seven	seven.001
Reo_Rarotongan	Seven	seven.001
Reo_Rurutu	Seven	seven.001
Reo_Tahiti	Seven	seven.001
Reo_o_te_Tuamotu	Seven	seven.001
Sikaiana	Seven	seven.001
TarangapakaAnuta	Seven	seven.001
VaeakauTaumako	Seven	seven.001
Vagahau_Niue	Seven	seven.001
eo_enana	Six	six.002
olelo_Hawaii	Six	six.002
Fakauvea	Six	six.002
Fakafutuna	Six	six.002
Fakamae	Six	six.002
Fakatikopia	Six	six.002
Gagana_Samoa	Six	six.002
Lea_Fakatonga	Six	six.002
Leo_Pukapuka	Six	six.002
Luangiua	Six	six.002
Manihiki	Six	six.002
MeleFila	Six	six.002
Nukeria	Six	six.002
Penrhyn	Six	six.002
Rapanui	Six	six.002
RennellBellona	Six	six.002
Reo_Magareva	Six	six.002
Reo_Maori	Six	six.002
Reo_Raivavae	Six	six.002
Reo_Rarotongan	Six	six.002
Reo_Rurutu	Six	six.002
Reo_Tahiti	Six	six.002
Reo_o_te_Tuamotu	Six	six.001
Sikaiana	Six	six.002
TarangapakaAnuta	Six	six.002
VaeakauTaumako	Six	six.002
Vagahau_Niue	Six	six.002
eo_enana	Ten	ten.002
eo_enana	Ten	ten.002
olelo_Hawaii	Ten	ten.003
olelo_Hawaii	Ten	ten.002
Fakauvea	Ten	ten.002
Fakafutuna	Ten	ten.002
Fakamae	Ten	ten.002
Fakatikopia	Ten	ten.002
Fesau_Futuna	Ten	ten.002
Gagana_Samoa	Ten	ten.002
Kapingamarangi	Ten	ten.002
Lea_Fakatonga	Ten	ten.002
Leo_Pukapuka	Ten	ten.002
Leo_Tuvalu	Ten	ten.002
Luangiua	Ten	ten.002
MeleFila	Ten	ten.002
Nukeria	Ten	ten.002
Penrhyn	Ten	ten.002
Rapanui	Ten	ten.002
Rapanui	Ten	ten.004
RennellBellona	Ten	ten.002
Reo_Magareva	Ten	ten.002
Reo_Maori	Ten	ten.002
Reo_Maori	Ten	ten.004
Reo_Raivavae	Ten	ten.002
Reo_Rarotongan	Ten	ten.002
Reo_Rurutu	Ten	ten.002
Reo_Tahiti	Ten	ten.002
Reo_o_te_Tuamotu	Ten	ten.002
Sikaiana	Ten	ten.005
TarangapakaAnuta	Ten	ten.002
VaeakauTaumako	Ten	ten.002
VaeakauTaumako	Ten	ten.001
Vagahau_Niue	Ten	ten.002
eo_enana	Three	three.001
olelo_Hawaii	Three	three.001
Fakauvea	Three	three.001
Fakafutuna	Three	three.001
Fakamae	Three	three.001
Fakatikopia	Three	three.001
Fesau_Futuna	Three	three.001
Gagana_Samoa	Three	three.001
Kapingamarangi	Three	three.001
Lea_Fakatonga	Three	three.001
Leo_Pukapuka	Three	three.001
Leo_Tuvalu	Three	three.001
Luangiua	Three	three.001
Manihiki	Three	three.001
MeleFila	Three	three.001
Nukeria	Three	three.001
Penrhyn	Three	three.001
Proto_Polynesian	Three	three.001
Rapanui	Three	three.001
RennellBellona	Three	three.001
Reo_Magareva	Three	three.001
Reo_Maori	Three	three.001
Reo_Raivavae	Three	three.001
Reo_Rarotongan	Three	three.001
Reo_Rurutu	Three	three.001
Reo_Tahiti	Three	three.001
Reo_o_te_Tuamotu	Three	three.001
Sikaiana	Three	three.001
TarangapakaAnuta	Three	three.001
VaeakauTaumako	Three	three.001
Vagahau_Niue	Three	three.001
eo_enana	Twenty	twenty.003
olelo_Hawaii	Twenty	twenty.004
Fakafutuna	Twenty	twenty.004
Gagana_Samoa	Twenty	twenty.002
Lea_Fakatonga	Twenty	twenty.003
Leo_Pukapuka	Twenty	twenty.004
Leo_Pukapuka	Twenty	twenty.002
Leo_Pukapuka	Twenty	twenty.002
Leo_Tuvalu	Twenty	twenty.003
Nukeria	Twenty	twenty.002
Reo_Magareva	Twenty	twenty.003
Reo_Maori	Twenty	twenty.002
Reo_Raivavae	Twenty	twenty.001
Reo_Rarotongan	Twenty	twenty.002
Reo_Rurutu	Twenty	twenty.001
Reo_Tahiti	Twenty	twenty.001
Reo_Tahiti	Twenty	twenty.003
VaeakauTaumako	Twenty	twenty.004
Vagahau_Niue	Twenty	twenty.003
eo_enana	Two	two.001
olelo_Hawaii	Two	two.001
Fakauvea	Two	two.001
Fakafutuna	Two	two.001
Fakamae	Two	two.001
Fakatikopia	Two	two.001
Fesau_Futuna	Two	two.001
Gagana_Samoa	Two	two.001
Kapingamarangi	Two	two.001
Lea_Fakatonga	Two	two.001
Leo_Pukapuka	Two	two.001
Leo_Tuvalu	Two	two.001
Luangiua	Two	two.001
Manihiki	Two	two.001
MeleFila	Two	two.001
Nukeria	Two	two.001
Penrhyn	Two	two.001
Proto_Polynesian	Two	two.001
Rapanui	Two	two.001
RennellBellona	Two	two.001
Reo_Magareva	Two	two.001
Reo_Maori	Two	two.001
Reo_Raivavae	Two	two.002
Reo_Rarotongan	Two	two.001
Reo_Rurutu	Two	two.002
Reo_Rurutu	Two	two.001
Reo_Tahiti	Two	two.002
Reo_o_te_Tuamotu	Two	two.001
Sikaiana	Two	two.001
TarangapakaAnuta	Two	two.001
VaeakauTaumako	Two	two.001
Vagahau_Niue	Two	two.001
eo_enana	above	above.001
olelo_Hawaii	above	above.001
Fakauvea	above	above.001
Fakafutuna	above	above.001
Fakatikopia	above	above.001
Fesau_Futuna	above	above.001
Gagana_Samoa	above	above.001
Kapingamarangi	above	above.002
Lea_Fakatonga	above	above.001
Leo_Pukapuka	above	above.001
Leo_Tuvalu	above	above.001
Luangiua	above	above.001
Manihiki	above	above.001
Nukeria	above	above.001
Penrhyn	above	above.001
Proto_Polynesian	above	above.001
Rapanui	above	above.001
RennellBellona	above	above.001
Reo_Magareva	above	above.001
Reo_Maori	above	above.001
Reo_Raivavae	above	above.001
Reo_Rarotongan	above	above.001
Reo_Rurutu	above	above.001
Reo_Tahiti	above	above.001
Reo_o_te_Tuamotu	above	above.001
TarangapakaAnuta	above	above.001
VaeakauTaumako	above	above.001
Vagahau_Niue	above	above.001
eo_enana	all	all.001
olelo_Hawaii	all	all.008
Fakauvea	all	all.007
Fakauvea	all	all.003
Fakafutuna	all	all.007
Fakafutuna	all	all.003
Fakamae	all	all.004
Fakatikopia	all	all.003
Fesau_Futuna	all	all.006
Gagana_Samoa	all	all.003
Kapingamarangi	all	all.003
Lea_Fakatonga	all	all.003
Leo_Pukapuka	all	all.003
Leo_Pukapuka	all	all.008
Leo_Pukapuka	all	all.002
Leo_Tuvalu	all	all.003
Luangiua	all	all.003
Manihiki	all	all.003
Manihiki	all	all.008
MeleFila	all	all.006
Nukeria	all	all.003
Penrhyn	all	all.003
Proto_Polynesian	all	all.003
Rapanui	all	all.005
RennellBellona	all	all.007
RennellBellona	all	all.003
Reo_Magareva	all	all.009
Reo_Maori	all	all.003
Reo_Raivavae	all	all.003
Reo_Rarotongan	all	all.003
Reo_Rurutu	all	all.003
Reo_Tahiti	all	all.003
Reo_o_te_Tuamotu	all	all.003
Sikaiana	all	all.003
TarangapakaAnuta	all	all.003
VaeakauTaumako	all	all.003
Vagahau_Niue	all	all.003
eo_enana	and	and.002
olelo_Hawaii	and	and.002
Fakauvea	and	and.001
Fakafutuna	and	and.001
Fakamae	and	and.002
Fakamae	and	and.002
Fakatikopia	and	and.002
Fakatikopia	and	and.001
Fesau_Futuna	and	and.002
Gagana_Samoa	and	and.002
Kapingamarangi	and	and.002
Lea_Fakatonga	and	and.001
Lea_Fakatonga	and	and.004
Leo_Pukapuka	and	and.002
Luangiua	and	and.002
Manihiki	and	and.003
MeleFila	and	and.001
Nukeria	and	and.002
Nukeria	and	and.001
Nukeria	and	and.007
Penrhyn	and	and.002
Rapanui	and	and.003
Rapanui	and	and.002
Rapanui	and	and.004
Rapanui	and	and.008
RennellBellona	and	and.002
Reo_Magareva	and	and.003
Reo_Maori	and	and.006
Reo_Maori	and	and.002
Reo_Raivavae	and	and.003
Reo_Rarotongan	and	and.002
Reo_Rurutu	and	and.003
Reo_Tahiti	and	and.003
Sikaiana	and	and.002
TarangapakaAnuta	and	and.002
TarangapakaAnuta	and	and.001
VaeakauTaumako	and	and.005
VaeakauTaumako	and	and.007
VaeakauTaumako	and	and.002
VaeakauTaumako	and	and.001
Vagahau_Niue	and	and.002
Vagahau_Niue	and	and.001
eo_enana	ashes	ash.001
olelo_Hawaii	ashes	ash.001
Fakauvea	ashes	ash.001
Fakafutuna	ashes	ash.001
Fakafutuna	ashes	ash.002
Fakamae	ashes	ash.001
Fakatikopia	ashes	ash.001
Fesau_Futuna	ashes	ash.001
Fesau_Futuna	ashes	ash.004
Gagana_Samoa	ashes	ash.001
Kapingamarangi	ashes	ash.001
Lea_Fakatonga	ashes	ash.001
Leo_Pukapuka	ashes	ash.001
Leo_Pukapuka	ashes	ash.003
Leo_Tuvalu	ashes	ash.001
Luangiua	ashes	ash.001
Manihiki	ashes	ash.001
MeleFila	ashes	ash.001
Nukeria	ashes	ash.001
Penrhyn	ashes	ash.001
Proto_Polynesian	ashes	ash.001
Rapanui	ashes	ash.001
RennellBellona	ashes	ash.001
Reo_Magareva	ashes	ash.001
Reo_Magareva	ashes	ash.002
Reo_Maori	ashes	ash.001
Reo_Raivavae	ashes	ash.001
Reo_Rarotongan	ashes	ash.001
Reo_Rurutu	ashes	ash.001
Reo_Tahiti	ashes	ash.001
Reo_o_te_Tuamotu	ashes	ash.001
Sikaiana	ashes	ash.001
TarangapakaAnuta	ashes	ash.001
VaeakauTaumako	ashes	ash.001
Vagahau_Niue	ashes	ash.001
eo_enana	at	at.004
olelo_Hawaii	at	at.004
olelo_Hawaii	at	at.002
Fakauvea	at	at.003
Fakauvea	at	at.004
Fakafutuna	at	at.004
Fakafutuna	at	at.001
Fakafutuna	at	at.003
Fakatikopia	at	at.004
Fesau_Futuna	at	at.004
Gagana_Samoa	at	at.004
Kapingamarangi	at	at.004
Lea_Fakatonga	at	at.001
Leo_Pukapuka	at	at.004
Leo_Tuvalu	at	at.004
Luangiua	at	at.004
Manihiki	at	at.004
Nukeria	at	at.004
Penrhyn	at	at.004
Rapanui	at	at.004
RennellBellona	at	at.004
Reo_Magareva	at	at.004
Reo_Maori	at	at.003
Reo_Maori	at	at.004
Reo_Raivavae	at	at.004
Reo_Rarotongan	at	at.004
Reo_Rarotongan	at	at.003
Reo_Rurutu	at	at.004
Reo_Tahiti	at	at.004
Reo_o_te_Tuamotu	at	at.004
Reo_o_te_Tuamotu	at	at.003
Sikaiana	at	at.004
TarangapakaAnuta	at	at.004
VaeakauTaumako	at	at.004
Vagahau_Niue	at	at.004
eo_enana	back	back.001
olelo_Hawaii	back	back.001
Fakauvea	back	back.001
Fakafutuna	back	back.001
Fakamae	back	back.001
Fakatikopia	back	back.001
Fesau_Futuna	back	back.001
Gagana_Samoa	back	back.001
Kapingamarangi	back	back.001
Lea_Fakatonga	back	back.001
Leo_Pukapuka	back	back.002
Leo_Pukapuka	back	back.001
Leo_Tuvalu	back	back.001
Luangiua	back	back.001
Manihiki	back	back.002
Manihiki	back	back.001
MeleFila	back	back.003
Nukeria	back	back.001
Penrhyn	back	back.005
Proto_Polynesian	back	back.001
Rapanui	back	back.001
RennellBellona	back	back.001
Reo_Magareva	back	back.001
Reo_Maori	back	back.001
Reo_Raivavae	back	back.001
Reo_Rarotongan	back	back.004
Reo_Rurutu	back	back.001
Reo_Tahiti	back	back.001
Reo_o_te_Tuamotu	back	back.001
Sikaiana	back	back.001
TarangapakaAnuta	back	back.002
VaeakauTaumako	back	back.001
Vagahau_Niue	back	back.001
eo_enana	bad_evil	bad_or_evil.008
eo_enana	bad_evil	bad_or_evil.009
olelo_Hawaii	bad_evil	bad_or_evil.009
Fakauvea	bad_evil	bad_or_evil.011
Fakafutuna	bad_evil	bad_or_evil.009
Fakamae	bad_evil	bad_or_evil.004
Fakatikopia	bad_evil	bad_or_evil.002
Fesau_Futuna	bad_evil	bad_or_evil.004
Gagana_Samoa	bad_evil	bad_or_evil.009
Gagana_Samoa	bad_evil	bad_or_evil.012
Kapingamarangi	bad_evil	bad_or_evil.001
Lea_Fakatonga	bad_evil	bad_or_evil.011
Leo_Pukapuka	bad_evil	bad_or_evil.009
Leo_Tuvalu	bad_evil	bad_or_evil.005
Luangiua	bad_evil	bad_or_evil.004
Manihiki	bad_evil	bad_or_evil.009
MeleFila	bad_evil	bad_or_evil.004
Nukeria	bad_evil	bad_or_evil.007
Penrhyn	bad_evil	bad_or_evil.009
Proto_Polynesian	bad_evil	bad_or_evil.004
Rapanui	bad_evil	bad_or_evil.009
RennellBellona	bad_evil	bad_or_evil.006
RennellBellona	bad_evil	bad_or_evil.010
Reo_Magareva	bad_evil	bad_or_evil.009
Reo_Maori	bad_evil	bad_or_evil.009
Reo_Raivavae	bad_evil	bad_or_evil.009
Reo_Rarotongan	bad_evil	bad_or_evil.009
Reo_Rurutu	bad_evil	bad_or_evil.003
Reo_Rurutu	bad_evil	bad_or_evil.009
Reo_Tahiti	bad_evil	bad_or_evil.009
Reo_o_te_Tuamotu	bad_evil	bad_or_evil.009
Sikaiana	bad_evil	bad_or_evil.009
TarangapakaAnuta	bad_evil	bad_or_evil.011
VaeakauTaumako	bad_evil	bad_or_evil.013
eo_enana	belly	belly.003
olelo_Hawaii	belly	belly.003
Fakauvea	belly	belly.008
Fakauvea	belly	belly.002
Fakauvea	belly	belly.004
Fakafutuna	belly	belly.008
Fakafutuna	belly	belly.002
Fakafutuna	belly	belly.007
Fakamae	belly	belly.001
Fakatikopia	belly	belly.008
Fakatikopia	belly	belly.002
Fesau_Futuna	belly	belly.004
Fesau_Futuna	belly	belly.002
Fesau_Futuna	belly	belly.007
Gagana_Samoa	belly	belly.002
Kapingamarangi	belly	belly.008
Lea_Fakatonga	belly	belly.006
Leo_Pukapuka	belly	belly.002
Leo_Tuvalu	belly	belly.007
Luangiua	belly	belly.002
Manihiki	belly	belly.003
Manihiki	belly	belly.002
MeleFila	belly	belly.007
Nukeria	belly	belly.002
Penrhyn	belly	belly.008
Penrhyn	belly	belly.003
Penrhyn	belly	belly.002
Proto_Polynesian	belly	belly.002
Rapanui	belly	belly.003
Rapanui	belly	belly.002
RennellBellona	belly	belly.002
Reo_Magareva	belly	belly.008
Reo_Magareva	belly	belly.003
Reo_Magareva	belly	belly.002
Reo_Maori	belly	belly.009
Reo_Raivavae	belly	belly.003
Reo_Rarotongan	belly	belly.008
Reo_Rarotongan	belly	belly.003
Reo_Rarotongan	belly	belly.002
Reo_Rurutu	belly	belly.003
Reo_Tahiti	belly	belly.003
Reo_o_te_Tuamotu	belly	belly.008
Reo_o_te_Tuamotu	belly	belly.003
Reo_o_te_Tuamotu	belly	belly.002
Reo_o_te_Tuamotu	belly	belly.010
Sikaiana	belly	belly.002
TarangapakaAnuta	belly	belly.002
VaeakauTaumako	belly	belly.002
VaeakauTaumako	belly	belly.005
Vagahau_Niue	belly	belly.002
eo_enana	below	below_or_under.001
olelo_Hawaii	below	below_or_under.001
Fakauvea	below	below_or_under.001
Fakafutuna	below	below_or_under.001
Fakatikopia	below	below_or_under.001
Fesau_Futuna	below	below_or_under.001
Gagana_Samoa	below	below_or_under.001
Kapingamarangi	below	below_or_under.001
Lea_Fakatonga	below	below_or_under.001
Leo_Pukapuka	below	below_or_under.001
Leo_Tuvalu	below	below_or_under.001
Luangiua	below	below_or_under.001
Manihiki	below	below_or_under.001
Nukeria	below	below_or_under.001
Proto_Polynesian	below	below_or_under.001
Rapanui	below	below_or_under.001
RennellBellona	below	below_or_under.001
Reo_Magareva	below	below_or_under.001
Reo_Maori	below	below_or_under.001
Reo_Raivavae	below	below_or_under.001
Reo_Rarotongan	below	below_or_under.001
Reo_Rurutu	below	below_or_under.001
Reo_Tahiti	below	below_or_under.001
Reo_o_te_Tuamotu	below	below_or_under.001
Sikaiana	below	below_or_under.001
TarangapakaAnuta	below	below_or_under.001
VaeakauTaumako	below	below_or_under.001
Vagahau_Niue	below	below_or_under.001
eo_enana	big	big.009
eo_enana	big	big.005
olelo_Hawaii	big	big.005
Fakauvea	big	big.007
Fakafutuna	big	big.007
Fakamae	big	big.007
Fakatikopia	big	big.007
Fesau_Futuna	big	big.002
Fesau_Futuna	big	big.012
Gagana_Samoa	big	big.007
Gagana_Samoa	big	big.005
Gagana_Samoa	big	big.011
Kapingamarangi	big	big.003
Lea_Fakatonga	big	big.002
Lea_Fakatonga	big	big.007
Leo_Pukapuka	big	big.013
Leo_Pukapuka	big	big.004
Leo_Tuvalu	big	big.007
Luangiua	big	big.007
Manihiki	big	big.014
Manihiki	big	big.005
Manihiki	big	big.007
MeleFila	big	big.008
Nukeria	big	big.009
Penrhyn	big	big.005
Penrhyn	big	big.007
Proto_Polynesian	big	big.007
Rapanui	big	big.005
Rapanui	big	big.007
RennellBellona	big	big.002
Reo_Magareva	big	big.005
Reo_Magareva	big	big.010
Reo_Maori	big	big.005
Reo_Raivavae	big	big.007
Reo_Rarotongan	big	big.008
Reo_Rarotongan	big	big.006
Reo_Rarotongan	big	big.009
Reo_Rurutu	big	big.007
Reo_Tahiti	big	big.007
Reo_o_te_Tuamotu	big	big.005
Sikaiana	big	big.005
TarangapakaAnuta	big	big.007
VaeakauTaumako	big	big.001
Vagahau_Niue	big	big.007
eo_enana	bird	bird.003
olelo_Hawaii	bird	bird.003
Fakauvea	bird	bird.003
Fakafutuna	bird	bird.003
Fakamae	bird	bird.003
Fakatikopia	bird	bird.003
Fesau_Futuna	bird	bird.003
Gagana_Samoa	bird	bird.003
Kapingamarangi	bird	bird.003
Lea_Fakatonga	bird	bird.003
