Language	Parameter	Cognateset
Toda	one	one.002
Tulu	one	one.001
Yeruva	one	one.001
Badga	person	person.003
Betta_Kurumba	person	person.001
Brahui	person	person.002
Gondi	person	person.005
Kannada	person	person.006
Kodava	person	person.006
Kolami	person	person.006
Koya	person	person.006
Kurukh	person	person.001
Malayalam	person	person.006
Malto	person	person.004
Tamil	person	person.006
Tamil	person	person.006
Telugu	person	person.006
Toda	person	person.007
Tulu	person	person.006
Yeruva	person	person.006
Badga	rain	rain.007
Betta_Kurumba	rain	rain.007
Brahui	rain	rain.006
Gondi	rain	rain.006
Kannada	rain	rain.007
Kodava	rain	rain.007
Kolami	rain	rain.004
Kota	rain	rain.007
Koya	rain	rain.004
Kurukh	rain	rain.002
Kuwi	rain	rain.001
Malayalam	rain	rain.007
Malto	rain	rain.003
Parji	rain	rain.004
Tamil	rain	rain.007
Telugu	rain	rain.004
Telugu	rain	rain.005
Toda	rain	rain.007
Tulu	rain	rain.005
Yeruva	rain	rain.007
Badga	red	red.003
Betta_Kurumba	red	red.004
Brahui	red	red.003
Gondi	red	red.002
Gondi	red	red.002
Kannada	red	red.003
Kodava	red	red.003
Kolami	red	red.002
Kota	red	red.001
Koya	red	red.002
Kurukh	red	red.003
Kuwi	red	red.005
Kuwi	red	red.001
Malayalam	red	red.003
Malto	red	red.003
Parji	red	red.003
Tamil	red	red.003
Tamil	red	red.003
Tamil	red	red.003
Telugu	red	red.002
Toda	red	red.003
Tulu	red	red.003
Yeruva	red	red.003
Badga	road	road.011
Betta_Kurumba	road	road.005
Brahui	road	road.009
Gondi	road	road.006
Kannada	road	road.004
Kannada	road	road.008
Kodava	road	road.005
Kodava	road	road.008
Kolami	road	road.011
Kolami	road	road.007
Kota	road	road.011
Koya	road	road.006
Kurukh	road	road.011
Malayalam	road	road.001
Malto	road	road.002
Ollari_Gadba	road	road.008
Parji	road	road.002
Tamil	road	road.001
Telugu	road	road.005
Telugu	road	road.011
Telugu	road	road.004
Toda	road	road.010
Tulu	road	road.003
Yeruva	road	road.008
Badga	root	root.002
Betta_Kurumba	root	root.002
Brahui	root	root.006
Gondi	root	root.004
Kannada	root	root.002
Kodava	root	root.002
Kolami	root	root.002
Koya	root	root.002
Kurukh	root	root.001
Kuwi	root	root.002
Malayalam	root	root.002
Malto	root	root.005
Ollari_Gadba	root	root.003
Parji	root	root.002
Tamil	root	root.002
Telugu	root	root.002
Toda	root	root.002
Tulu	root	root.002
Yeruva	root	root.002
Betta_Kurumba	round	round.004
Brahui	round	round.001
Gondi	round	round.003
Kannada	round	round.005
Kannada	round	round.006
Kodava	round	round.007
Kolami	round	round.002
Kota	round	round.005
Koya	round	round.003
Kurukh	round	round.003
Malayalam	round	round.007
Malayalam	round	round.005
Malto	round	round.003
Malto	round	round.003
Tamil	round	round.007
Tamil	round	round.005
Telugu	round	round.003
Toda	round	round.007
Tulu	round	round.007
Yeruva	round	round.007
Badga	sand	sand.003
Betta_Kurumba	sand	sand.006
Brahui	sand	sand.002
Gondi	sand	sand.001
Kannada	sand	sand.006
Kannada	sand	sand.001
Kodava	sand	sand.006
Kolami	sand	sand.001
Koya	sand	sand.001
Kurukh	sand	sand.004
Kuwi	sand	sand.004
Malayalam	sand	sand.006
Malto	sand	sand.005
Ollari_Gadba	sand	sand.006
Parji	sand	sand.006
Tamil	sand	sand.006
Telugu	sand	sand.001
Toda	sand	sand.006
Tulu	sand	sand.007
Yeruva	sand	sand.006
Badga	say	say.005
Betta_Kurumba	say	say.010
Brahui	say	say.006
Gondi	say	say.008
Kannada	say	say.009
Kodava	say	say.008
Kota	say	say.013
Koya	say	say.003
Kurukh	say	say.001
Malayalam	say	say.007
Malto	say	say.002
Parji	say	say.008
Tamil	say	say.014
Tamil	say	say.014
Telugu	say	say.004
Toda	say	say.011
Tulu	say	say.012
Yeruva	say	say.007
Badga	see	see.009
Betta_Kurumba	see	see.009
Brahui	see	see.007
Gondi	see	see.003
Kannada	see	see.009
Kodava	see	see.009
Kolami	see	see.002
Kota	see	see.009
Koya	see	see.001
Kurukh	see	see.010
Malayalam	see	see.006
Malto	see	see.004
Ollari_Gadba	see	see.003
Tamil	see	see.006
Tamil	see	see.008
Telugu	see	see.003
Toda	see	see.009
Tulu	see	see.005
Yeruva	see	see.009
Badga	seed	seed.004
Betta_Kurumba	seed	seed.004
Brahui	seed	seed.004
Gondi	seed	seed.005
Gondi	seed	seed.004
Kannada	seed	seed.004
Kannada	seed	seed.004
Kodava	seed	seed.003
Kolami	seed	seed.004
Kota	seed	seed.004
Koya	seed	seed.005
Kurukh	seed	seed.004
Kurukh	seed	seed.006
Malayalam	seed	seed.001
Malayalam	seed	seed.004
Parji	seed	seed.004
Tamil	seed	seed.004
Telugu	seed	seed.004
Telugu	seed	seed.002
Telugu	seed	seed.004
Toda	seed	seed.004
Tulu	seed	seed.004
Yeruva	seed	seed.003
Badga	sit	sit.008
Betta_Kurumba	sit	sit.005
Betta_Kurumba	sit	sit.003
Brahui	sit	sit.006
Brahui	sit	sit.010
Gondi	sit	sit.001
Kannada	sit	sit.005
Kannada	sit	sit.008
Kodava	sit	sit.004
Kolami	sit	sit.001
Koya	sit	sit.005
Kurukh	sit	sit.007
Malayalam	sit	sit.009
Malto	sit	sit.007
Ollari_Gadba	sit	sit.001
Tamil	sit	sit.002
Telugu	sit	sit.003
Toda	sit	sit.009
Tulu	sit	sit.008
Yeruva	sit	sit.009
Badga	skin	skin.004
Betta_Kurumba	skin	skin.004
Brahui	skin	skin.001
Gondi	skin	skin.004
Kannada	skin	skin.004
Kannada	skin	skin.005
Kodava	skin	skin.004
Kolami	skin	skin.004
Kota	skin	skin.004
Koya	skin	skin.004
Kurukh	skin	skin.003
Malayalam	skin	skin.004
Malayalam	skin	skin.005
Malto	skin	skin.002
Ollari_Gadba	skin	skin.004
Parji	skin	skin.004
Tamil	skin	skin.004
Telugu	skin	skin.004
Telugu	skin	skin.005
Toda	skin	skin.004
Tulu	skin	skin.005
Yeruva	skin	skin.004
Badga	sleep	sleep.006
Betta_Kurumba	sleep	sleep.006
Brahui	sleep	sleep.001
Gondi	sleep	sleep.003
Kannada	sleep	sleep.007
Kannada	sleep	sleep.008
Kodava	sleep	sleep.006
Kolami	sleep	sleep.004
Kota	sleep	sleep.006
Koya	sleep	sleep.010
Kurukh	sleep	sleep.005
Malayalam	sleep	sleep.006
Malto	sleep	sleep.005
Malto	sleep	sleep.002
Parji	sleep	sleep.003
Tamil	sleep	sleep.009
Tamil	sleep	sleep.006
Telugu	sleep	sleep.008
Toda	sleep	sleep.006
Tulu	sleep	sleep.011
Yeruva	sleep	sleep.006
Badga	small	small.010
Badga	small	small.006
Betta_Kurumba	small	small.004
Brahui	small	small.002
Gondi	small	small.002
Kannada	small	small.008
Kodava	small	small.005
Kolami	small	small.002
Kota	small	small.009
Koya	small	small.002
Kurukh	small	small.002
Malayalam	small	small.005
Malto	small	small.001
Malto	small	small.003
Ollari_Gadba	small	small.007
Parji	small	small.002
Tamil	small	small.005
Tamil	small	small.002
Telugu	small	small.002
Toda	small	small.004
Tulu	small	small.002
Yeruva	small	small.005
Badga	smoke	smoke.003
Betta_Kurumba	smoke	smoke.003
Brahui	smoke	smoke.001
Gondi	smoke	smoke.003
Kannada	smoke	smoke.003
Kodava	smoke	smoke.003
Kolami	smoke	smoke.003
Kota	smoke	smoke.003
Koya	smoke	smoke.002
Kurukh	smoke	smoke.001
Malayalam	smoke	smoke.003
Malto	smoke	smoke.001
Ollari_Gadba	smoke	smoke.003
Tamil	smoke	smoke.003
Tamil	smoke	smoke.003
Telugu	smoke	smoke.003
Toda	smoke	smoke.003
Tulu	smoke	smoke.003
Yeruva	smoke	smoke.003
Badga	stand	stand.003
Betta_Kurumba	stand	stand.006
Betta_Kurumba	stand	stand.001
Brahui	stand	stand.005
Brahui	stand	stand.005
Gondi	stand	stand.003
Kannada	stand	stand.003
Kodava	stand	stand.003
Kolami	stand	stand.003
Kota	stand	stand.003
Koya	stand	stand.003
Koya	stand	stand.003
Kurukh	stand	stand.003
Malayalam	stand	stand.003
Malto	stand	stand.003
Parji	stand	stand.003
Tamil	stand	stand.003
Telugu	stand	stand.003
Telugu	stand	stand.003
Toda	stand	stand.004
Tulu	stand	stand.002
Yeruva	stand	stand.003
Badga	star	star.006
Badga	star	star.005
Betta_Kurumba	star	star.004
Brahui	star	star.002
Gondi	star	star.001
Kannada	star	star.006
Kodava	star	star.006
Kolami	star	star.001
Kota	star	star.006
Koya	star	star.001
Kurukh	star	star.004
Kuwi	star	star.001
Malayalam	star	star.006
Malto	star	star.004
Ollari_Gadba	star	star.003
Parji	star	star.001
Tamil	star	star.004
Tamil	star	star.006
Telugu	star	star.006
Telugu	star	star.001
Toda	star	star.006
Tulu	star	star.006
Yeruva	star	star.006
Badga	stone	stone.005
Betta_Kurumba	stone	stone.005
Brahui	stone	stone.005
Gondi	stone	stone.006
Kannada	stone	stone.005
Kannada	stone	stone.005
Kodava	stone	stone.005
Kolami	stone	stone.002
Kota	stone	stone.005
Koya	stone	stone.007
Kurukh	stone	stone.004
Kuwi	stone	stone.001
Malayalam	stone	stone.005
Malto	stone	stone.003
Ollari_Gadba	stone	stone.005
Parji	stone	stone.005
Tamil	stone	stone.005
Telugu	stone	stone.007
Toda	stone	stone.005
Tulu	stone	stone.005
Yeruva	stone	stone.005
Badga	sun	sun.002
Betta_Kurumba	sun	sun.003
Brahui	sun	sun.005
Gondi	sun	sun.003
Kannada	sun	sun.006
Kodava	sun	sun.006
Kolami	sun	sun.003
Kolami	sun	sun.006
Kota	sun	sun.003
Kota	sun	sun.006
Koya	sun	sun.003
Kurukh	sun	sun.004
Kuwi	sun	sun.001
Malayalam	sun	sun.006
Malto	sun	sun.004
Ollari_Gadba	sun	sun.001
Tamil	sun	sun.006
Telugu	sun	sun.003
Telugu	sun	sun.006
Toda	sun	sun.006
Tulu	sun	sun.006
Yeruva	sun	sun.006
Badga	swim	swim.002
Betta_Kurumba	swim	swim.002
Brahui	swim	swim.004
Gondi	swim	swim.005
Gondi	swim	swim.006
Kannada	swim	swim.002
Kodava	swim	swim.008
Kolami	swim	swim.001
Kota	swim	swim.002
Koya	swim	swim.002
Kurukh	swim	swim.009
Malayalam	swim	swim.002
Malto	swim	swim.009
Tamil	swim	swim.002
Telugu	swim	swim.002
Toda	swim	swim.002
Tulu	swim	swim.003
Yeruva	swim	swim.007
Badga	tail	tail.006
Betta_Kurumba	tail	tail.006
Brahui	tail	tail.004
Gondi	tail	tail.003
Kannada	tail	tail.006
Kodava	tail	tail.006
Kolami	tail	tail.003
Kota	tail	tail.006
Koya	tail	tail.003
Kurukh	tail	tail.002
Malayalam	tail	tail.006
Malto	tail	tail.002
Ollari_Gadba	tail	tail.005
Parji	tail	tail.003
Tamil	tail	tail.006
Telugu	tail	tail.003
Telugu	tail	tail.006
Toda	tail	tail.006
Tulu	tail	tail.001
Yeruva	tail	tail.006
Badga	that	that.002
Betta_Kurumba	that	that.002
Brahui	that	that.001
Gondi	that	that.002
Kannada	that	that.002
Kannada	that	that.002
Kodava	that	that.002
Kolami	that	that.002
Kota	that	that.002
Koya	that	that.002
Kurukh	that	that.002
Kuwi	that	that.001
Malayalam	that	that.002
Malayalam	that	that.002
Malto	that	that.002
Malto	that	that.002
Ollari_Gadba	that	that.002
Parji	that	that.002
Tamil	that	that.002
Tamil	that	that.002
Telugu	that	that.002
Telugu	that	that.002
Toda	that	that.002
Tulu	that	that.002
Yeruva	that	that.002
Badga	this	this.002
Betta_Kurumba	this	this.002
Brahui	this	this.003
Gondi	this	this.002
Kannada	this	this.002
Kodava	this	this.002
Kolami	this	this.002
Kota	this	this.002
Koya	this	this.002
Kurukh	this	this.002
Kuwi	this	this.002
Malayalam	this	this.002
Malayalam	this	this.002
Malto	this	this.002
Ollari_Gadba	this	this.002
Parji	this	this.002
Tamil	this	this.002
Tamil	this	this.002
Telugu	this	this.002
Telugu	this	this.002
Toda	this	this.002
Tulu	this	this.001
Yeruva	this	this.002
Badga	thou	thou.001
Betta_Kurumba	thou	thou.001
Brahui	thou	thou.001
Gondi	thou	thou.001
Kannada	thou	thou.001
Kodava	thou	thou.001
Kolami	thou	thou.001
Kota	thou	thou.001
Koya	thou	thou.001
Kurukh	thou	thou.001
Kuwi	thou	thou.001
Malayalam	thou	thou.001
Malto	thou	thou.001
Malto	thou	thou.001
Ollari_Gadba	thou	thou.001
Parji	thou	thou.001
Tamil	thou	thou.001
Telugu	thou	thou.001
Telugu	thou	thou.001
Toda	thou	thou.001
Tulu	thou	thou.001
Yeruva	thou	thou.001
Badga	tongue	tongue.002
Betta_Kurumba	tongue	tongue.002
Brahui	tongue	tongue.003
Gondi	tongue	tongue.004
Kannada	tongue	tongue.002
Kodava	tongue	tongue.002
Kolami	tongue	tongue.002
Kota	tongue	tongue.002
Koya	tongue	tongue.002
Kurukh	tongue	tongue.001
Kuwi	tongue	tongue.004
Malayalam	tongue	tongue.002
Malto	tongue	tongue.001
Ollari_Gadba	tongue	tongue.002
Parji	tongue	tongue.002
Tamil	tongue	tongue.002
Telugu	tongue	tongue.002
Toda	tongue	tongue.002
Tulu	tongue	tongue.002
Yeruva	tongue	tongue.002
Badga	tooth	tooth.002
Betta_Kurumba	tooth	tooth.002
Brahui	tooth	tooth.003
Brahui	tooth	tooth.003
Gondi	tooth	tooth.002
Kannada	tooth	tooth.002
Kodava	tooth	tooth.002
Kolami	tooth	tooth.002
Kota	tooth	tooth.002
Koya	tooth	tooth.002
Kurukh	tooth	tooth.002
Kuwi	tooth	tooth.002
Malayalam	tooth	tooth.002
Malto	tooth	tooth.002
Ollari_Gadba	tooth	tooth.002
Parji	tooth	tooth.002
Tamil	tooth	tooth.002
Telugu	tooth	tooth.002
Toda	tooth	tooth.002
Tulu	tooth	tooth.001
Yeruva	tooth	tooth.002
Badga	tree	tree.001
Betta_Kurumba	tree	tree.001
Brahui	tree	tree.002
Gondi	tree	tree.001
Kannada	tree	tree.001
Kodava	tree	tree.001
Kolami	tree	tree.001
Kota	tree	tree.001
Koya	tree	tree.001
Kurukh	tree	tree.001
Kuwi	tree	tree.003
Malayalam	tree	tree.001
Malayalam	tree	tree.004
Parji	tree	tree.001
Tamil	tree	tree.001
Telugu	tree	tree.005
Toda	tree	tree.001
Tulu	tree	tree.001
Yeruva	tree	tree.001
Badga	two	two.004
Betta_Kurumba	two	two.004
Brahui	two	two.004
Gondi	two	two.004
Kannada	two	two.004
Kodava	two	two.004
Kolami	two	two.003
Kota	two	two.004
Koya	two	two.004
Kurukh	two	two.004
Kuwi	two	two.004
Malayalam	two	two.004
Malto	two	two.005
Malto	two	two.002
Malto	two	two.001
Ollari_Gadba	two	two.004
Parji	two	two.004
Tamil	two	two.004
Telugu	two	two.004
Toda	two	two.004
Tulu	two	two.004
Yeruva	two	two.004
Badga	walk	walk.004
Betta_Kurumba	walk	walk.004
Brahui	walk	walk.003
Gondi	walk	walk.002
Kannada	walk	walk.004
Kodava	walk	walk.004
Kolami	walk	walk.001
Kota	walk	walk.004
Koya	walk	walk.004
Kurukh	walk	walk.005
Malayalam	walk	walk.004
Malto	walk	walk.005
Tamil	walk	walk.004
Telugu	walk	walk.004
Toda	walk	walk.004
Toda	walk	walk.004
Tulu	walk	walk.004
Yeruva	walk	walk.004
Badga	warm	warm.001
Badga	warm	warm.001
Betta_Kurumba	warm	warm.006
Brahui	warm	warm.010
Gondi	warm	warm.002
Kannada	warm	warm.010
Kodava	warm	warm.010
Kolami	warm	warm.010
Koya	warm	warm.010
Kurukh	warm	warm.003
Kurukh	warm	warm.009
Malayalam	warm	warm.007
Malayalam	warm	warm.004
Malto	warm	warm.008
Ollari_Gadba	warm	warm.010
Tamil	warm	warm.006
Tamil	warm	warm.010
Telugu	warm	warm.010
Toda	warm	warm.005
Tulu	warm	warm.010
Yeruva	warm	warm.010
Badga	water	water.003
Betta_Kurumba	water	water.003
Brahui	water	water.003
Gondi	water	water.004
Kannada	water	water.003
Kodava	water	water.003
Kolami	water	water.003
Kota	water	water.003
Koya	water	water.003
Kurukh	water	water.005
Kuwi	water	water.007
Malayalam	water	water.002
Malayalam	water	water.001
Malto	water	water.005
Ollari_Gadba	water	water.003
Parji	water	water.003
Tamil	water	water.003
Tamil	water	water.006
Telugu	water	water.003
Telugu	water	water.003
Toda	water	water.003
Tulu	water	water.003
Yeruva	water	water.003
Badga	we	we.001
Betta_Kurumba	we	we.002
Betta_Kurumba	we	we.002
Brahui	we	we.001
Gondi	we	we.002
Kannada	we	we.001
Kodava	we	we.001
Kolami	we	we.002
Kota	we	we.002
Koya	we	we.002
Koya	we	we.001
Kurukh	we	we.001
Kuwi	we	we.002
Malayalam	we	we.001
Malayalam	we	we.002
Malto	we	we.001
Ollari_Gadba	we	we.002
Parji	we	we.002
Tamil	we	we.001
Tamil	we	we.002
Telugu	we	we.001
Telugu	we	we.002
Toda	we	we.002
Tulu	we	we.002
Yeruva	we	we.001
Badga	what	what.001
Betta_Kurumba	what	what.001
Brahui	what	what.001
Gondi	what	what.001
Kannada	what	what.001
Kodava	what	what.001
Kolami	what	what.001
Kota	what	what.001
Koya	what	what.001
Kurukh	what	what.001
Kuwi	what	what.001
Malayalam	what	what.001
Malto	what	what.001
Malto	what	what.001
Ollari_Gadba	what	what.001
Parji	what	what.001
Tamil	what	what.001
Telugu	what	what.001
Telugu	what	what.001
Telugu	what	what.001
Toda	what	what.001
Tulu	what	what.001
Yeruva	what	what.001
Badga	white	white.005
Betta_Kurumba	white	white.005
Brahui	white	white.003
Gondi	white	white.004
Kannada	white	white.005
Kodava	white	white.005
Kolami	white	white.004
Kota	white	white.005
Koya	white	white.004
Kurukh	white	white.008
Kuwi	white	white.002
Kuwi	white	white.006
Kuwi	white	white.008
Malayalam	white	white.005
Malto	white	white.001
Malto	white	white.007
Parji	white	white.005
Tamil	white	white.005
Telugu	white	white.004
Telugu	white	white.005
Toda	white	white.005
Tulu	white	white.005
Yeruva	white	white.005
Badga	who	who.003
Betta_Kurumba	who	who.001
Brahui	who	who.001
Gondi	who	who.001
Kannada	who	who.001
Kodava	who	who.001
Kota	who	who.001
Koya	who	who.004
Kurukh	who	who.001
Kuwi	who	who.002
Malayalam	who	who.001
Malto	who	who.001
Parji	who	who.001
Tamil	who	who.001
Telugu	who	who.001
Toda	who	who.001
Tulu	who	who.001
Yeruva	who	who.001
Badga	woman	woman.002
Betta_Kurumba	woman	woman.006
Brahui	woman	woman.016
Gondi	woman	woman.003
Kannada	woman	woman.006
Kannada	woman	woman.010
Kodava	woman	woman.006
Kolami	woman	woman.017
Kota	woman	woman.006
Koya	woman	woman.007
Koya	woman	woman.008
Kurukh	woman	woman.013
Kurukh	woman	woman.005
Kuwi	woman	woman.012
Kuwi	woman	woman.001
Kuwi	woman	woman.014
Malayalam	woman	woman.006
Malayalam	woman	woman.010
Malto	woman	woman.009
Tamil	woman	woman.006
Tamil	woman	woman.006
Telugu	woman	woman.015
Telugu	woman	woman.004
Telugu	woman	woman.010
Toda	woman	woman.011
Tulu	woman	woman.006
Yeruva	woman	woman.018
Badga	yellow	yellow.004
Betta_Kurumba	yellow	yellow.004
Brahui	yellow	yellow.006
Gondi	yellow	yellow.011
Gondi	yellow	yellow.002
Kannada	yellow	yellow.001
Kodava	yellow	yellow.004
Kolami	yellow	yellow.003
Kota	yellow	yellow.004
Koya	yellow	yellow.009
Kurukh	yellow	yellow.007
Kuwi	yellow	yellow.008
Kuwi	yellow	yellow.005
Malayalam	yellow	yellow.004
Malto	yellow	yellow.007
Tamil	yellow	yellow.004
Telugu	yellow	yellow.009
Toda	yellow	yellow.010
Tulu	yellow	yellow.004
Yeruva	yellow	yellow.004
